"Species","kradius","kdegree","kcorenum","krisk","degree","eigenc"
"pl1",1.36363636363636,9.18191661279896,3,23,23,0.140544739865236
"pl2",2.27272727272727,4.30357142857143,3,13,11,0.101362794965489
"pl3",2.27272727272727,3.97036199095023,3,8,9,0.107077393322115
"pl4",1.90909090909091,3.7289592760181,3,4,8,0.112016914536665
"pl5",2.45454545454545,2.79041948763311,3,7,7,0.0216146235991185
"pl6",2.09090909090909,2.22857142857143,3,0,5,0.0218624323210896
"pl7",2.09090909090909,2.22857142857143,3,0,5,0.0218624323210896
"pl8",3.36363636363636,1.35044468715868,2,2,5,0.00461195707833391
"pl9",2.81818181818182,1.58357142857143,2,2,5,0.0084555688400593
"pl10",2.27272727272727,2.09010989010989,3,0,4,0.09608618616332
"pl11",2.81818181818182,1.22566844919786,2,1,3,0.0780155563118651
"pl12",2.63636363636364,1.38151260504202,2,0,3,0.0811236785181117
"pl13",2.45454545454545,1.5,3,0,3,0.021455842870817
"pl14",2.45454545454545,1.56153846153846,3,0,3,0.0899665866329133
"pl15",2.45454545454545,1.52307692307692,3,0,3,0.0878964885449929
"pl16",2.45454545454545,1.49010989010989,3,0,3,0.0862782590672498
"pl17",2.63636363636364,1.1,2,0,2,0.0822081388361671
"pl18",3.36363636363636,0.625668449197861,2,0,2,0.00263034396304135
"pl19",2.63636363636364,1.2,2,0,2,0.0842300878948652
"pl20",2.63636363636364,1.2,2,0,2,0.0842300878948651
"pl21",2.81818181818182,0.872727272727273,1,0,2,0.0753179674074716
"pl22",2.63636363636364,1.06153846153846,2,0,2,0.082180608595541
"pl23",3,0.659340659340659,2,0,2,0.00560105297022916
"pl24",2.81818181818182,0.952941176470588,2,0,2,0.077009680002681
"pl25",2.63636363636364,1.2,2,0,2,0.0842300878948651
"pl26",2.81818181818182,0.872727272727273,1,0,2,0.0753179674074716
"pl27",2.81818181818182,0.872727272727273,2,0,2,0.0753496284003787
"pl28",2.63636363636364,1,2,0,2,0.0782840985361694
"pl29",3.36363636363636,0.761538461538461,2,0,2,0.00795361309563753
"pl30",2.63636363636364,1.06153846153846,2,0,2,0.082180608595541
"pl31",2.63636363636364,1.02857142857143,2,0,2,0.0799017436575633
"pl32",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl33",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl34",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl35",3.54545454545455,0.4,1,0,1,0.00386193773737454
"pl36",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl37",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl38",2.81818181818182,0.6,1,0,1,0.0098079270960702
"pl39",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl40",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl41",Inf,0,1,0,1,2.63215488359274e-18
"pl42",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl43",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl44",2.81818181818182,0.461538461538462,1,0,1,0.00571587994945189
"pl45",2.81818181818182,0.6,1,0,1,0.0744221607987948
"pl46",Inf,0,1,0,1,2.72554026602752e-18
"pl47",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl48",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl49",2.81818181818182,0.6,1,0,1,0.0098079270960702
"pl50",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl51",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl52",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl53",4.81818181818182,0.272727272727273,1,0,1,0.000939059685631826
"pl54",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl55",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl56",2.81818181818182,0.6,1,0,1,0.0744221607987948
"pl57",Inf,0,1,0,1,2.11187813063159e-18
"pl58",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl59",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl60",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl61",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl62",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl63",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl64",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl65",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl66",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl67",Inf,0,1,0,1,1.43423853793834e-18
"pl68",3.54545454545455,0.4,1,0,1,0.00386193773737454
"pl69",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl70",Inf,0,1,0,1,2.19435796387047e-18
"pl71",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl72",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl73",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl74",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl75",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl76",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl77",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl78",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl79",2.81818181818182,0.6,1,0,1,0.0098079270960702
"pl80",Inf,0,1,0,1,3.63398310195776e-18
"pl81",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl82",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl83",2.81818181818182,0.6,1,0,1,0.0744221607987948
"pl84",3.54545454545455,0.461538461538462,1,0,1,0.00775844779674608
"pl85",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl86",2.81818181818182,0.6,1,0,1,0.0744221607987948
"pl87",3.54545454545455,0.4,1,0,1,0.00386193773737454
"pl88",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl89",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl90",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl91",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl92",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl93",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl94",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl95",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl96",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl97",2.81818181818182,0.6,1,0,1,0.0744221607987948
"pl98",2.81818181818182,0.461538461538462,1,0,1,0.00571587994945189
"pl99",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl100",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl101",2.81818181818182,0.6,1,0,1,0.0744221607987948
"pl102",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl103",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl104",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pl105",2.81818181818182,0.6,1,0,1,0.0744221607987949
"pol1",1.66666666666667,29.5679968924908,3,132,80,0.682408519197464
"pol2",1.66666666666667,6.11092657460312,3,9,14,0.0899330647509813
"pol3",2.16666666666667,3.5240010150355,3,5,9,0.0711405153441077
